product_title,product_subtitle,description,price,currency_code,quantity,tags,materials,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,sku,category,status,square_url
the I AM DIVINE mala,"stay grounded and maintain your divine connection to Mother Earth, tap into creativity with self confidence & courage","the I AM DIVINE mala - stay grounded and maintain your divine connection to Mother Earth, tap into creativity with self-confidence and courage

sustainably HANDMADE with 108 8mm mala beads - matte onyx + black lava + gold druzy agate + citrine yellow quartz guru + very dark yellow beige tassel + black nylon cord 

you are not afraid to face life because on a deep level you know that we are divine beings that are eternal. 


onyx - stone of self-assertion. boosts self-confidence and sense of responsibility. improves rational thinking, logic, control and power of reasoning. 

lava - lava stone is a grounding stone that strengthens one's connection to mother earth. it gives us strength and courage, allowing us stability through times of change. it provides guidance and understanding in situations where we may need to ""bounce back"". a calming stone, it is very useful in dissipating anger. a great carrier for essential oil aromatherapy, put a drop or two on your lava stone and bring whatever scent you need with you throughout your day. 

gold druzy geode guru bead -  assists with harmony and creativity from a metaphysical perspective. geodes can help communicate with divine beings and assist in creating better moods, balances, and energies that can help with meditation, stress, and decision-making. druzy crystals have been used to induce creativity and relaxation, as well as to help with emotional problems. 

citrine yellow quartz guru - gives courage to face life. Gives joie de vivre; aids self-expression; helps with depression. Mentally helps deal with and understand absorbed impressions.",69,USD,1,"meditation,hippie,necklace,matte_onyx,black_lava,gold_druzy_agate,yellow_tassel,8mm_mala,petrified_wood,guru_bead,8mm_beads,black_and_gold_beads,black_and_gold_mala","Onyx,Gemstone",https://i.etsystatic.com/23287327/r/il/059dfd/2959519623/il_fullxfull.2959519623_kakc.jpg,https://i.etsystatic.com/23287327/r/il/e6a8da/3670510032/il_fullxfull.3670510032_epuh.jpg,https://i.etsystatic.com/23287327/r/il/b11bdb/3670510466/il_fullxfull.3670510466_c7cu.jpg,https://i.etsystatic.com/23287327/r/il/7ad01f/2959519713/il_fullxfull.2959519713_tpkv.jpg,https://i.etsystatic.com/23287327/r/il/b0d245/3038930783/il_fullxfull.3038930783_f1fu.jpg,https://i.etsystatic.com/23287327/r/il/ca86e3/2929455789/il_fullxfull.2929455789_i9iz.jpg,https://i.etsystatic.com/23287327/r/il/b372d0/3718111281/il_fullxfull.3718111281_gxow.jpg,https://i.etsystatic.com/23287327/r/il/0a22b5/2959519423/il_fullxfull.2959519423_22tz.jpg,https://i.etsystatic.com/23287327/r/il/c50762/2911830450/il_fullxfull.2911830450_pp80.jpg,https://i.etsystatic.com/23287327/r/il/a33dcb/3670509536/il_fullxfull.3670509536_21gs.jpg,MBM010,protect your vibes,TRUE,https://square.link/u/YA4XkKGJ
the I AM RELAXED mala,calm your mind and clear the energy around you so you can relax deeply and feel more positive,"the I AM RELAXED mala- Calm your mind and clear the energy around you so you can relax deeply and feel more positive 

sustainably HANDMADE with 108 8mm mala beads - 
sandalwood+ amazonite + rode quartz + clear quartz + medium blue green tassel

Sacred sandalwood smells amazing. Clear quartz increases awareness and brings clarity in thinking. Amazonite helps you listen to your inner child, while rose quartz adds a bit of love in rock form to help you be gentle with yourself and those around you. 


sandalwood - calms your mind (and smells amazing!). it is a sacred item that has been used in temples and shrines. can make you relax deeply and balance your feelings. can purify negative energy and make you feel more positive. 

Amazonite - stone to help you listen to your inner child. Ask yourself what “little you” wants from life. Does it sound like what “current you” would want if you could just let yourself want it? Perfect. Now say it out loud for the whole universe to hear and go make it happen. 
Speak from the heart. 

use amazonite to help you find your voice and develop your communication skills. healing for the throat and lungs. often carried by musicians.  can help you unlock your amazon warrior spirit. Useful for anyone who struggles with mercury retrograde. stone of self-determination. emotional balance. mentally aids in harmonious interaction of intellect and intuition. 

rose quartz - love in rock form.  the stone of peace and emotional healing. it’s also a romantic stone - its rosy color is associated with all forms of love and friendship. stone for spiritual sensitivity. increases empathy, helps with sexual difficulties. clearly illuminates personal needs and the desires of others. 

clear quartz - a master manifestor, quartz is programmable. So, give it a job to do and get busy. It is a stone of clarity and neutrality. strengthens personal point of view, improves memory. mentally improves perceptive faculty, increases awareness and brings clarity in thinking. Use it when you find yourself believing the limitations your mind puts in front of you, call on quartz to help you see through the illusions, clear the mind of self-doubt, surrender to the will of the universe, and start manifesting the “impossible.”",79,USD,1,"sandalwood,hippie,boho,meditation,amazonite,rose_quartz,clear_quartz,pink_blue_white_mala,8mm_mala_beads,pink_and_clear_mala,spiritual_gift,rose_quartz_mala,clear_quartz_mala",Amazonite,https://i.etsystatic.com/23287327/r/il/a2566b/2893034842/il_fullxfull.2893034842_q3nw.jpg,https://i.etsystatic.com/23287327/r/il/d8e9ae/3670518140/il_fullxfull.3670518140_9bn1.jpg,https://i.etsystatic.com/23287327/r/il/6ebc28/3718116911/il_fullxfull.3718116911_scdk.jpg,https://i.etsystatic.com/23287327/r/il/91c2cc/3016344615/il_fullxfull.3016344615_nk0b.jpg,https://i.etsystatic.com/23287327/r/il/a649c3/3670514934/il_fullxfull.3670514934_nrgh.jpg,https://i.etsystatic.com/23287327/r/il/37f722/3670515284/il_fullxfull.3670515284_dmth.jpg,https://i.etsystatic.com/23287327/r/il/60a471/3718119483/il_fullxfull.3718119483_r8yh.jpg,https://i.etsystatic.com/23287327/r/il/cf4583/3718118989/il_fullxfull.3718118989_8lqv.jpg,https://i.etsystatic.com/23287327/r/il/d157ba/3670518348/il_fullxfull.3670518348_65xc.jpg,,MBM012,grounding vibes,TRUE,https://square.link/u/sWCJndIH
the I AM RESILIENT mala,channel your personal power and courage w/ dragon blood jasper + copper pyrite for renewal + epidote earthy vibes,"the I AM RESILIENT mala - channel your personal power and courage w/ dragon blood jasper + copper pyrite for renewal + epidote for earthy vibes 

sustainably handmade with 108 8mm mala beads - copper pyrite + epidote w/ pyrite + dragon blood jasper + gold druzy agate guru bead + gold cord + black avocado green tassel 


copper pyrite - an amazing energy conductor. intensifies the potency of most stones. use it when it’s time to pack up an old idea and ship it out for good. move on, renewed, with copper. 
copper is the gem of spiritual beauty. promotes a sense of aesthetic, harmony and love for all beings.  mentally lends playful creativity and promotes sense of justice. 

epidote - prismatic, earthy-green, aluminum silicate mineral. it’s the “get what you give” stone, making good vibes even better. 

dragon blood jasper - legend has it that these stones are formed from the remains of ancient dragons - the green being the skin, and the red the blood. dragon blood jasper is a stone of personal power. it helps to lift the emotions, bringing vitality and joy. it provides strength, courage, and purpose to help face difficulties and to heal repressed emotional issues.",109,USD,1,"copper_pyrite,dragon_blood_jasper,gold_druzy_agate,guru_bead,gold_cord,black_avocado,green_tassel,epidote_with_pyrite,green_mala,green_and_copper,green_and_gold,green_gold_mala,meditation","Copper,Epidote",https://i.etsystatic.com/23287327/r/il/37c1d3/3670502734/il_fullxfull.3670502734_lijw.jpg,https://i.etsystatic.com/23287327/r/il/2518db/3670504324/il_fullxfull.3670504324_i842.jpg,https://i.etsystatic.com/23287327/r/il/6a9713/3031587251/il_fullxfull.3031587251_4npl.jpg,https://i.etsystatic.com/23287327/r/il/64d870/3670505300/il_fullxfull.3670505300_1x8e.jpg,https://i.etsystatic.com/23287327/r/il/a6038b/3718103869/il_fullxfull.3718103869_ay13.jpg,https://i.etsystatic.com/23287327/r/il/62ece6/3718105191/il_fullxfull.3718105191_a8xu.jpg,https://i.etsystatic.com/23287327/r/il/9c575d/3718103559/il_fullxfull.3718103559_ivus.jpg,https://i.etsystatic.com/23287327/r/il/4cb31e/2983871324/il_fullxfull.2983871324_kf5e.jpg,https://i.etsystatic.com/23287327/r/il/44fc37/3670503082/il_fullxfull.3670503082_forh.jpg,https://i.etsystatic.com/23287327/r/il/cfc85c/3718105497/il_fullxfull.3718105497_roef.jpg,MBM108,high vibes,TRUE,https://square.link/u/WkL7Le6J
the I AM THRIVING *mini* mala,"sugilite+ fossil jasper+ amethyst, emerge stronger after hard times, not just surviving but thriving","the I AM THRIVING *mini* mala - sugilite+ fossil jasper+ amethyst - emerge stronger after hard times, not just surviving but thriving

sustainably HANDMADE with 108 8mm 6mm *mini* mala beads 
- purple sugilite + amethyst + white fossil jasper + amethyst guru bead + dark grape tassel 

you remain faithful to yourself and your renewed sense of purpose after a period of struggle and difficulty. you have the willpower and the tools now to not just survive but to THRIVE. 


purple sugilite - stone to enhance awareness of consequences. helps remain faithful to oneself; helps with fear and paranoia. mentally gives strength to resolve conflicts without compromise. 

amethyst -  stone of alertness, justice, inner peace. helps overcome grief and losses. mentally helps with awareness, sense of judgement, constructive thinking and acting. 

white fossil jasper - an uplifting stone thought to lift spirits and bring joy as well as bringing hope and new beginnings (albeit slowly), especially after a loss. in general, jasper is known as the “supreme nurturer,” helping to nurture our inner desire for calm with our outer desires. it sustains and supports during times of stress, and brings tranquility and wholeness. used in healing, jasper unifies all aspects of your life. it is believed to shield us from dangerous situations and balance those tendencies with the desire for variety, adventure and new experiences.",49,USD,1,"purple,sugilite,jasper,meditation_necklace,mini_mala,6mm,thriving,108_beads,meditation,amethyst_mini_mala,amethyst_mala,6mm_sugilite_mala,sugilite_mala","Gemstone,Sugilite",https://i.etsystatic.com/23287327/r/il/d5bd0d/3017359823/il_fullxfull.3017359823_8b9f.jpg,https://i.etsystatic.com/23287327/r/il/6bade1/3670487270/il_fullxfull.3670487270_oriv.jpg,https://i.etsystatic.com/23287327/r/il/d6f247/3718089065/il_fullxfull.3718089065_wy98.jpg,https://i.etsystatic.com/23287327/r/il/4c6419/3670487958/il_fullxfull.3670487958_8lvc.jpg,https://i.etsystatic.com/23287327/r/il/2ffb2d/2983845352/il_fullxfull.2983845352_ph5p.jpg,https://i.etsystatic.com/23287327/r/il/bb2813/3718088841/il_fullxfull.3718088841_jp9j.jpg,https://i.etsystatic.com/23287327/r/il/875bb2/2997470587/il_fullxfull.2997470587_fcun.jpg,https://i.etsystatic.com/23287327/r/il/ef1229/3718091541/il_fullxfull.3718091541_nuct.jpg,https://i.etsystatic.com/23287327/r/il/7c568c/3718091715/il_fullxfull.3718091715_grrz.jpg,,MBM109,mini malas,TRUE,https://square.link/u/hw94mAWS
the INSIGHTFUL mala,"trust intuition, heart mind connection, inner eye activation, heart chakra balancing, chrysoprase + cedar wood beads","the INSIGHTFUL mala - trust intuition, heart mind connection, inner eye activation, heart chakra balancing - chrysoprase + cedar wood beads + mint quartz + green tassel

sustainably HANDMADE with 108 8mm mala beads 

You trust your intuition to keep you safe. There is a strong connection between your heart and higher mind. You see the truth in others and don’t let your brain and ego fog your judgement or convince you of something different than what your gut is telling you about people, places, and situations. 

If you are having relationship problems with a friend, partner, or family member cedar wood beads can activate the inner eye and provide insight into truths one may be unaware of.


chrysoprase - stone of detoxification. Promotes trust and sense of safety; helps with heartache, jealousy, and nightmares. Helps solve relationship problems. 

cedar - cedar wood beads activate the inner eye and provide insight into truths one may be unaware of. it assists in removing blinders to truth, providing great insights to one's state of being, and enhances the connection between the heart and the higher mind. the English word cedar comes from the Hebrew ""qatar,"" meaning to smudge, indicating cedar wood was used in purification rituals and cleansing. in the Himalayas, cedar is called ""deodar"" from the Sanskrit word ""devdar,"" meaning timber of the gods.

quartz mint - brings transformational energy, aiding in the transformation of negative energies to positive.",69,USD,1,"meditation,hippie,necklace,cedar_wood_beads,mint_quartz,czech_glass,light_jade_tassel,8mm_mala_beads,traditional_mala,green_and_wood_mala,lightweight_mala,mala_for_man","Gemstone,Wood & nut,Quartz",https://i.etsystatic.com/23287327/r/il/5b5aa3/3718143383/il_fullxfull.3718143383_lfb5.jpg,https://i.etsystatic.com/23287327/r/il/1c6e9c/2883475330/il_fullxfull.2883475330_dbmj.jpg,https://i.etsystatic.com/23287327/r/il/d29cb4/3670546992/il_fullxfull.3670546992_josx.jpg,https://i.etsystatic.com/23287327/r/il/069a7d/3718143683/il_fullxfull.3718143683_gozt.jpg,https://i.etsystatic.com/23287327/r/il/4cd4df/3718144109/il_fullxfull.3718144109_qpwq.jpg,https://i.etsystatic.com/23287327/r/il/effca8/2819519339/il_fullxfull.2819519339_tenp.jpg,https://i.etsystatic.com/23287327/r/il/8c17a2/2771834534/il_fullxfull.2771834534_7i8b.jpg,https://i.etsystatic.com/23287327/r/il/06e960/3718143853/il_fullxfull.3718143853_nn49.jpg,https://i.etsystatic.com/23287327/r/il/c18c30/2883475328/il_fullxfull.2883475328_8w78.jpg,https://i.etsystatic.com/23287327/r/il/3a43de/3670547480/il_fullxfull.3670547480_eq4y.jpg,MBM014,high vibes,TRUE,https://square.link/u/pSQJFLcI
the LOVE AND HAPPINESS *mini* mala,"sunstone brings optimism and rose quartz cultivates love: romantic, for friends, or for yourself","the LOVE AND HAPPINESS *mini* mala - sunstone brings optimism and rose quartz cultivates love: romantic, for friends, or for yourself

""You be good to me
I'll be good to you
We'll be together
We'll see each other
Walk away with victory""
~ Al Green, Love and Happiness


sustainably HANDMADE with 108 6mm *mini* mala beads - 
rose quartz + sunstone + purple aventurine + medium dark antique mauve 


rose quartz - love in rock form.  the stone of peace and emotional healing. it’s also a romantic stone - its rosy color is associated with all forms of love and friendship. stone for spiritual sensitivity. increases empathy, helps with sexual difficulties. clearly illuminates personal needs and the desires of others. 

sunstone - stone of optimism. life-affirming, dissipates fear, anxiety and depression. turns attention to personal strengths and the sunny side of life. 

aventurine (red/purple) - stone of level-headedness.  conveys strength and self-assurance. mentally helps pursue personal goals in a pragmatic manner.",59,USD,1,"rose_quartz,mala_for_kids,girly,6mm,mini_mala,good_for_kids,love_and_peace,love_and_happiness,princess,sunstone,aventurine,pink_mala,rose_quartz_mala","Gemstone,Rose quartz",https://i.etsystatic.com/23287327/r/il/9fd62e/3015822503/il_fullxfull.3015822503_fk49.jpg,https://i.etsystatic.com/23287327/r/il/e709f2/3015822505/il_fullxfull.3015822505_sj8k.jpg,https://i.etsystatic.com/23287327/r/il/66b229/3670532052/il_fullxfull.3670532052_bvf8.jpg,https://i.etsystatic.com/23287327/r/il/fe8a29/3073820785/il_fullxfull.3073820785_3tnp.jpg,https://i.etsystatic.com/23287327/r/il/aacd2f/2949772784/il_fullxfull.2949772784_fujs.jpg,https://i.etsystatic.com/23287327/r/il/b6341e/3718132727/il_fullxfull.3718132727_dkux.jpg,https://i.etsystatic.com/23287327/r/il/a65ac0/2968116116/il_fullxfull.2968116116_8h5y.jpg,https://i.etsystatic.com/23287327/r/il/b3199a/3015822605/il_fullxfull.3015822605_aach.jpg,https://i.etsystatic.com/23287327/r/il/6b96b6/2949772806/il_fullxfull.2949772806_foiy.jpg,https://i.etsystatic.com/23287327/r/il/c6be4a/2997476311/il_fullxfull.2997476311_aw1u.jpg,MBM016,mini malas,TRUE,https://square.link/u/m4CZqerc
the MYSTIC mala,create balance w/ the divine combination of sunstone & moonstone. smoky quartz adds protection from negativity.,"the MYSTIC mala - create balance in all things with the divine combination of sunstone and moonstone. smoky quartz adds an energetic layer of protection when worn. 

sustainably HANDMADE with 108 8mm mala beads - moonstone + sunstone + smoky quartz + copper pyrite + peach moonstone guru bead + beige tassel

the contrast of sunstone + moonstone reminds us that both energies are needed for balance and harmony. the sun provides us with the yang energy - a more intense, active, upward moving, masculine form of energy. the moon provides us with the yin energy - softer, slower, internal, feminine form of energy. none of us is entirely all yin or all yang. we need both.


moonstone - deepens intuition and depth of feeling. helps with sleepwalking. makes receptive to inspiration and impulses. 

sunstone - stone of optimism. life-affirming, dissipates fear, anxiety and depression. turns attention to personal strengths and the sunny side of life. 

smoky quartz - pairs the clarity - inducing vibes of clear stones with the protective do-not-cross-over-this-line vibes of black ones. when worn smoky quartz can help you be more selective in the type of people you choose to be around. helps better cope with strain and stress. makes alert and industrious, helps tackle important things with zeal. enhances rational, realistic and pragmatic thought processes. 

copper pyrite - an amazing energy conductor. intensifies the potency of most stones. use it when it’s time to pack up an old idea and ship it out for good. move on, renewed, with copper. copper is the gem of spiritual beauty. promotes a sense of aesthetic, harmony and love for all beings.  mentally lends playful creativity and promotes a sense of justice.",109,USD,1,"meditation,necklace,sync,intuition,purifying,cleansing,uplifting,gift,moonstone,spiritual_mala,sunstone_mala,spiritual_gift,balance","Moonstone,Gemstone",https://i.etsystatic.com/23287327/r/il/30af32/3722245897/il_fullxfull.3722245897_bd17.jpg,https://i.etsystatic.com/23287327/r/il/768d6c/3652717982/il_fullxfull.3652717982_7pi7.jpg,https://i.etsystatic.com/23287327/r/il/762e96/3652717984/il_fullxfull.3652717984_dwuj.jpg,https://i.etsystatic.com/23287327/r/il/97676d/3670448914/il_fullxfull.3670448914_1k6a.jpg,https://i.etsystatic.com/23287327/r/il/e23402/3718050263/il_fullxfull.3718050263_6qui.jpg,https://i.etsystatic.com/23287327/r/il/af5ffd/3652718082/il_fullxfull.3652718082_ll4f.jpg,https://i.etsystatic.com/23287327/r/il/0d3f5d/3718050477/il_fullxfull.3718050477_aytr.jpg,https://i.etsystatic.com/23287327/r/il/70035f/3718050745/il_fullxfull.3718050745_3yqb.jpg,https://i.etsystatic.com/23287327/r/il/b1293d/3652718174/il_fullxfull.3652718174_hfy1.jpg,https://i.etsystatic.com/23287327/r/il/fa33bd/3670450050/il_fullxfull.3670450050_51k9.jpg,MBM018,balancing vibes,TRUE,https://square.link/u/lJtbW4v3
the ONENESS mala,"balance crown chakra, connect to higher consciousness, remain attentive, thoughtful, and deeply feel oneness w/ universe","the ONENESS mala - balance crown chakra, connect to higher consciousness, remain attentive, thoughtful, and deeply feel oneness w/ universe

sustainably HANDMADE with 108 8mm mala beads - 
 amethyst + lepidolite + purple druzy + labradorite guru bead + silver accent beads + purple tassel


amethyst - stone of alertness, justice, inner peace. helps overcome grief and losses. mentally helps with awareness, sense of judgement, constructive thinking and acting.

lepidolite - aids in setting boundaries. protects the soul from external influences, gives inner peace, and helps with sleep disorders. helps free the mind from distractions, helps one concentrate on important aspects. 

purple druzy - great for promoting natural healing on the physical, mental, and spiritual levels. wearing druzy gemstones is believed to promote relaxation and stress relief. people use it to connect more easily with their own inherent healing powers.

labradorite - aids in spiritual reflection and truth. sharpens intuition, gives emotional depth and mediumistic abilities. brings forgotten memories to light and helps recognize illusions. might seem like a lackluster stone at first, but when polished it becomes one of the most fascinating, beautiful minerals with a rainbow sheen that seems to dance. gazing at a labradorite stone can feel like you are looking into the cosmos. serves as a tangible reminder that people, too, hold gifts and talents that should not be overlooked.",119,USD,1,"8mm,purple_mala,amethyst,lepitolite,druzy,108_beads,hippie_necklace,meditation,spiritual,intuition,crown_chakra,thoughtful,sparkly","Amethyst,Silver",https://i.etsystatic.com/23287327/r/il/c8a6bd/3674650392/il_fullxfull.3674650392_3jdt.jpg,https://i.etsystatic.com/23287327/r/il/69a6b8/3670473074/il_fullxfull.3670473074_ao01.jpg,https://i.etsystatic.com/23287327/r/il/12f97a/2893019584/il_fullxfull.2893019584_lxtf.jpg,https://i.etsystatic.com/23287327/r/il/0ba53a/3718062919/il_fullxfull.3718062919_ksrd.jpg,https://i.etsystatic.com/23287327/r/il/31beb3/3670470424/il_fullxfull.3670470424_6qk4.jpg,https://i.etsystatic.com/23287327/r/il/174a8e/3718072027/il_fullxfull.3718072027_dw3t.jpg,https://i.etsystatic.com/23287327/r/il/d9022a/3670472746/il_fullxfull.3670472746_965u.jpg,https://i.etsystatic.com/23287327/r/il/3695fa/2893019806/il_fullxfull.2893019806_2nak.jpg,https://i.etsystatic.com/23287327/r/il/cf2401/2893019808/il_fullxfull.2893019808_cire.jpg,,MBM113,balancing vibes,TRUE,https://square.link/u/YD2aeL1R
the ROOT CHAKRA mala,"aids in grounding and feeling steady and secure, improve concentration with mookaite jasper + carnelian + sandalwood","the ROOT CHAKRA mala - aids in grounding and feeling steady and secure, improve concentration with mookaite jasper + carnelian + sandalwood

sustainably HANDMADE with 108 8mm mala beads - mookaite jasper + carnelian + red sandalwood + brown cord + very dark terra cotta tassel


mookaite - stone of spiritual experience. on soul level it promotes variety, fun and intense experiences. mentally makes flexible, prompts one to envisage many possibilities and to choose suitable one. 

carnelian - (banded, chalcedony) -  stone to stimulate and motivate. Helps overcome difficulties and energetically defend a cause. enhances receptivity.  

red sandalwood - calms your mind. it is a sacred item that has been used in temples and shrines. can make you relax deeply and balance your feelings. can purify your negative energy and make you feel more positive.",89,USD,1,"108,8mm,mala_beads,terra_cotta,mookaite_jasper,carnelian,red_sandalwood,brown_cord,ombre_red,red_mala,sandalwood_mala,wood_mala_necklace,mala_for_guy","Gemstone,Carnelian",https://i.etsystatic.com/23287327/r/il/a50ad8/3031593527/il_fullxfull.3031593527_h6d1.jpg,https://i.etsystatic.com/23287327/r/il/8dc1c6/3718113153/il_fullxfull.3718113153_kd46.jpg,https://i.etsystatic.com/23287327/r/il/6b5d77/3670511026/il_fullxfull.3670511026_a52y.jpg,https://i.etsystatic.com/23287327/r/il/838b91/3670511600/il_fullxfull.3670511600_n0i5.jpg,https://i.etsystatic.com/23287327/r/il/81b0ab/3031593541/il_fullxfull.3031593541_is7t.jpg,https://i.etsystatic.com/23287327/r/il/6d6d76/3031593223/il_fullxfull.3031593223_f44w.jpg,https://i.etsystatic.com/23287327/r/il/6cdfc6/3031593443/il_fullxfull.3031593443_ly6b.jpg,https://i.etsystatic.com/23287327/r/il/246488/3670512244/il_fullxfull.3670512244_gu05.jpg,https://i.etsystatic.com/23287327/r/il/8f11a8/3670512676/il_fullxfull.3670512676_flpz.jpg,https://i.etsystatic.com/23287327/r/il/7cc1f3/3670513526/il_fullxfull.3670513526_ahjr.jpg,MBM030,grounding vibes,TRUE,https://square.link/u/zcJs6Uhx
the SELF CONFIDENCE *mini* mala,bring a healthy amount of self confidence into interactions with the world at large with yellow agate,"the SELF-CONFIDENCE *mini* mala - bring a healthy amount of self-confidence into interactions with the world at large with yellow agate

Sustainably handmade with 108 6mm *mini* mala beads - yellow agate + smoky quartz + gold spacer beads + olive green tassel


yellow agate - With yellow agate in hand this gemstone aids your self-confidence. You are not overly conceited, but not too insecure either. You strike a fine balance with inner stability, composure, and maturity. agate provides soul protection, warmth, security, self-confidence. helps with pragmatic thinking and brings a sense of reality. protective stone during pregnancy. yellow agate also embodies the properties of a balanced solar plexus chakra, which include increased willpower, concentration, memory, and self-confidence. 

smoky quartz - stone of relaxation. releases tension and helps with stress. enhances rational, realistic and pragmatic thought processes. When worn smoky quartz can help you be more selective in the type of people you choose to be around.",49,USD,1,"yellow_agate,agate,quartz,yellow_mala,mini_mala,hippie_necklace,yoga,mala_necklace,self-confident,6mm_mala,gold,kids_mala","Gemstone,Agate",https://i.etsystatic.com/23287327/r/il/30d2ba/2881785406/il_fullxfull.2881785406_c0jg.jpg,https://i.etsystatic.com/23287327/r/il/803c36/3670521920/il_fullxfull.3670521920_sfwj.jpg,https://i.etsystatic.com/23287327/r/il/c7f729/2881785296/il_fullxfull.2881785296_7ifb.jpg,https://i.etsystatic.com/23287327/r/il/180cb6/2702834710/il_fullxfull.2702834710_oil9.jpg,https://i.etsystatic.com/23287327/r/il/031646/2881785292/il_fullxfull.2881785292_iymh.jpg,https://i.etsystatic.com/23287327/r/il/14cf32/2881785294/il_fullxfull.2881785294_1if1.jpg,https://i.etsystatic.com/23287327/r/il/c3eed7/3670522456/il_fullxfull.3670522456_ae5o.jpg,https://i.etsystatic.com/23287327/r/il/e2005c/2881785410/il_fullxfull.2881785410_4hxc.jpg,https://i.etsystatic.com/23287327/r/il/3cbfe6/2750511871/il_fullxfull.2750511871_4d7q.jpg,https://i.etsystatic.com/23287327/r/il/5157c3/2881785412/il_fullxfull.2881785412_til2.jpg,MBM122,mini malas,TRUE,https://square.link/u/DVS4NE7p
the SHINING STAR mala,shine bright & electrify your purpose w/ astrophyllite and golden obsidian to overcome emotional injuries,"the SHINING STAR mala - made with astrophyllite, the stone of spiritual inspiration. This rare black stone contains glittery metallic streaks and can electrify your purpose and help you shine. 

sustainably HANDMADE with 108 8mm mala beads - 
astrophyllite +golden obsidian + onyx + faceted quartz guru + black tassel 

astrophyllite - stone of spiritual inspiration, improves perceptive faculty. This very rare stone is only found in a few isolated places like Pike’s peak in Colorado and in Norway and Quebec. It contains black-orange metallic streaks made of titanium and iron that glitter and dance in the light. Call on the energy of astrophyllite to electrify your purpose. This stone helps you be receptive to the needs of your soul and induces lively dreams. mentally it helps one catch up on unfinished projects. it creates a mental openness and expressive ability. 

golden obsidian - for balancing energy fields and releasing the ego. the reflective nature of obsidian makes it one of the first stones used in self-reflective meditation, internal growth and self-understanding. the stone is not thought to give energy, but to help seekers discover where healing needs to happen.

onyx - stone of self-assertion. boosts self-confidence and sense of responsibility. improves rational thinking, logic, control and power of reasoning.",79,USD,1,"108_beads,black_mala,meditation,hippie,necklace,calming_mala,mala_for_guy,nasa_gift,nasa,astrophyllite,mala_for_partner","Gemstone,Onyx",https://i.etsystatic.com/23287327/r/il/895650/3674651446/il_fullxfull.3674651446_evjv.jpg,https://i.etsystatic.com/23287327/r/il/2f79d7/3718055975/il_fullxfull.3718055975_36pk.jpg,https://i.etsystatic.com/23287327/r/il/9811cd/3122661084/il_fullxfull.3122661084_toq2.jpg,https://i.etsystatic.com/23287327/r/il/043a5d/3698696359/il_fullxfull.3698696359_iypk.jpg,https://i.etsystatic.com/23287327/r/il/f285da/3698696363/il_fullxfull.3698696363_hrif.jpg,https://i.etsystatic.com/23287327/r/il/8cf6be/3651086226/il_fullxfull.3651086226_bkgk.jpg,https://i.etsystatic.com/23287327/r/il/50d975/3651086324/il_fullxfull.3651086324_1saq.jpg,https://i.etsystatic.com/23287327/r/il/b69a15/3718054387/il_fullxfull.3718054387_5tp3.jpg,https://i.etsystatic.com/23287327/r/il/29e182/3670454666/il_fullxfull.3670454666_949f.jpg,https://i.etsystatic.com/23287327/r/il/482f06/3718054879/il_fullxfull.3718054879_svz2.jpg,MBM022,protect your vibes,TRUE,https://square.link/u/CrfZBLHt
