product_title,description,price,currency_code,quantity,tags,materials,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,sku,status
"the EMPATH mala - protect your aura and shield yourself from low vibes w/ labradorite and onyx, free yourself of doubt w/ clear quartz","the EMPATH mala - protect your aura and shield yourself from low vibe energies with labradorite and onyx, free your mind of self-doubt with clear quartz 

Sustainably handmade with 108 8mm mala beads - faceted onyx + faceted black labradorite + labradorite + clear quartz + faceted quartz guru bead + black tassel


labradorite - an exceptionally powerful stone, it opens spiritual pathways and sharpens intuition. Aids in spiritual reflection and truth seeking. Aids those doing metaphysical work, enables one to monitor what is going on in another energy field without taking on conditions from that field or entering it. It prevents energy leakage, aka protection from energy vampires. 

onyx - stone of self-assertion. boosts self-confidence and sense of responsibility. improves rational thinking, logic, control and power of reasoning. 

clear quartz - a master manifestor, quartz is programmable. So, give it a job to do and get busy. It is a stone of clarity and neutrality. strengthens personal point of view, improves memory. mentally improves perceptive faculty, increases awareness and brings clarity in thinking. Use it when you find yourself believing the limitations your mind puts in front of you, call on quartz to help you see through the illusions, clear the mind of self-doubt, surrender to the will of the universe, and start manifesting the “impossible.”",89,USD,1,"empath,gift_for_empath,spiritual,yogi_gift,mala_for_protection,black_and_gray,hippie_necklace,black,gray,clear,black_and_clear,mala_for_guy,mala_for_man","Labradorite,Gemstone",https://i.etsystatic.com/23287327/r/il/2d6e10/3610534641/il_fullxfull.3610534641_dmiy.jpg,https://i.etsystatic.com/23287327/r/il/74184d/3562916708/il_fullxfull.3562916708_7t63.jpg,https://i.etsystatic.com/23287327/r/il/812f37/3610534637/il_fullxfull.3610534637_88lw.jpg,https://i.etsystatic.com/23287327/r/il/56ee32/3562916832/il_fullxfull.3562916832_7zxd.jpg,https://i.etsystatic.com/23287327/r/il/6bd23e/3562916840/il_fullxfull.3562916840_c0wk.jpg,https://i.etsystatic.com/23287327/r/il/e0bd23/3610534815/il_fullxfull.3610534815_f4s0.jpg,https://i.etsystatic.com/23287327/r/il/d30975/3610534893/il_fullxfull.3610534893_ez3f.jpg,https://i.etsystatic.com/23287327/r/il/01bcd8/3562916996/il_fullxfull.3562916996_7we1.jpg,https://i.etsystatic.com/23287327/r/il/6a3700/3562917038/il_fullxfull.3562917038_3drd.jpg,,,TRUE
the I AM RESILIENT mala - channel your personal power and courage w/ dragon blood jasper + copper pyrite for renewal + epidote earthy vibes,"the I AM RESILIENT mala - channel your personal power and courage w/ dragon blood jasper + copper pyrite for renewal + epidote for earthy vibes 

sustainably handmade with 108 8mm mala beads - copper pyrite + epidote w/ pyrite + dragon blood jasper + gold druzy agate guru bead + gold cord + black avocado green tassel 


copper pyrite - an amazing energy conductor. intensifies the potency of most stones. use it when it’s time to pack up an old idea and ship it out for good. move on, renewed, with copper. 
copper is the gem of spiritual beauty. promotes a sense of aesthetic, harmony and love for all beings.  mentally lends playful creativity and promotes sense of justice. on the physical body level it aids fertility; eases cramps and menstrual pains; fortifies the liver and brain. 

epidote - prismatic, earthy-green, aluminum silicate mineral. it’s the “get what you give” stone, making good vibes even better. 

dragon blood jasper - legend has it that these stones are formed from the remains of ancient dragons - the green being the skin, and the red the blood. dragon blood jasper is a stone of personal power. it helps to lift the emotions, bringing vitality and joy. it provides strength, courage, and purpose to help face difficulties and to heal repressed emotional issues.",109,USD,1,"copper_pyrite,dragon_blood_jasper,gold_druzy_agate,guru_bead,gold_cord,black_avocado,green_tassel,epidote_with_pyrite,green_mala,green_and_copper,green_and_gold,green_gold_mala,meditation",Copper,https://i.etsystatic.com/23287327/r/il/e8cb50/2983870840/il_fullxfull.2983870840_ivus.jpg,https://i.etsystatic.com/23287327/r/il/373f61/3031588631/il_fullxfull.3031588631_ay13.jpg,https://i.etsystatic.com/23287327/r/il/ae662b/3031587397/il_fullxfull.3031587397_forh.jpg,https://i.etsystatic.com/23287327/r/il/c46cc0/3031586973/il_fullxfull.3031586973_a8xu.jpg,https://i.etsystatic.com/23287327/r/il/4d6426/2983870836/il_fullxfull.2983870836_roef.jpg,https://i.etsystatic.com/23287327/r/il/be7966/2983871160/il_fullxfull.2983871160_i842.jpg,https://i.etsystatic.com/23287327/r/il/be0006/3031586831/il_fullxfull.3031586831_lijw.jpg,https://i.etsystatic.com/23287327/r/il/4cb31e/2983871324/il_fullxfull.2983871324_kf5e.jpg,https://i.etsystatic.com/23287327/r/il/c05bb4/2983870834/il_fullxfull.2983870834_1x8e.jpg,https://i.etsystatic.com/23287327/r/il/6a9713/3031587251/il_fullxfull.3031587251_4npl.jpg,MBM108,TRUE
"the SPIRITUAL WARRIOR mala - amplify your naturally sunny vibes, let your goofy side shine, you are a resilient spiritual warrior","the SPIRITUAL WARRIOR mala - amplify your naturally sunny vibes, let your goofy side shine, you are a resilient spiritual warrior

You don’t let the negative energies of other people get you down. you are able to amplify your own naturally sunny vibes to cheer others up. you make people laugh by allowing your goofiness and silliness to shine through. you are strongly connected with your version of God/goddess/universal spirit/higher power.

sustainably HANDMADE with 108 8mm mala beads - sunstone + labradorite + smoky quartz + light beige brown cord and tassel 


sunstone - stone of optimism. life-affirming, dissipates fear, anxiety and depression. turns attention to personal strengths and the sunny side of life. harmonises the vegetative nervous system and the interplay of the organs. 

smoky quartz - pairs the clarity - inducing vibes of clear stones with the protective do-not-cross-over-this-line vibes of black ones. it is believed to filter and trap negative thoughts and emotions of other people, while others suggest it can actually send negativity back to its source and prompt the person to rethink his or her attitude. when worn smoky quartz can help you be more selective in the type of people you choose to be around. helps better cope with strain and stress. makes alert and industrious, helps tackle important things with zeal. enhances rational, realistic and pragmatic thought processes. 

labradorite - aids in spiritual reflection and truth. sharpens intuition, gives emotional depth and mediumistic abilities. brings forgotten memories to light and helps recognize illusions. reduces sensitivity to cold and blood pressure, alleviates rheumatism and gout. might seem like a lackluster stone at first, but when polished it becomes one of the most fascinating, beautiful minerals with a rainbow sheen that seems to dance. gazing at a labradorite stone can feel like you are looking into the cosmos. serves as a tangible reminder that people, too, hold gifts and talents that should not be overlooked.",129,USD,1,"sunstone,labradorite,smoky_quartz,meditation_tool,necklace,spiritual,sunstone_mala,smoky_quartz_mala,labradorite_mala,hippie_necklace,spiritual_gangster,spiritual_gift,good_vibes","Gemstone,Quartz",https://i.etsystatic.com/23287327/r/il/67463e/3015811861/il_fullxfull.3015811861_31fn.jpg,https://i.etsystatic.com/23287327/r/il/80e278/3015811729/il_fullxfull.3015811729_k2f8.jpg,https://i.etsystatic.com/23287327/r/il/faed5c/3015811625/il_fullxfull.3015811625_62jn.jpg,https://i.etsystatic.com/23287327/r/il/5f8722/3032560365/il_fullxfull.3032560365_8708.jpg,https://i.etsystatic.com/23287327/r/il/d9cf50/3073760015/il_fullxfull.3073760015_jldp.jpg,https://i.etsystatic.com/23287327/r/il/7ec0a6/2915476833/il_fullxfull.2915476833_bqsr.jpg,https://i.etsystatic.com/23287327/r/il/d0ab25/2915476961/il_fullxfull.2915476961_rg05.jpg,https://i.etsystatic.com/23287327/r/il/cd9478/2867792526/il_fullxfull.2867792526_3dxe.jpg,https://i.etsystatic.com/23287327/r/il/e9bdec/2867792660/il_fullxfull.2867792660_puqy.jpg,https://i.etsystatic.com/23287327/r/il/062cb9/2915477471/il_fullxfull.2915477471_d93b.jpg,MBM025,TRUE
"the I AM DIVINE mala - stay grounded and maintain your divine connection to Mother Earth, tap into creativity with self-confidence & courage","the I AM DIVINE mala - stay grounded and maintain your divine connection to Mother Earth, tap into creativity with self-confidence and courage


you are not afraid to face life because on a deep level you know that we are eternal, divine beings that are eternal. 

sustainably HANDMADE with 108 8mm mala beads - matte onyx + black lava + gold druzy agate + citrine yellow quartz guru + very dark yellow beige tassel + black nylon cord 


onyx - stone of self-assertion. boosts self-confidence and sense of responsibility. improves rational thinking, logic, control and power of reasoning. sharpens sense of hearing, 

lava - lava stone is a grounding stone that strengthens one's connection to mother earth. it gives us strength and courage, allowing us stability through times of change. it provides guidance and understanding in situations where we may need to ""bounce back"". a calming stone, it is very useful in dissipating anger. a great carrier for essential oil aromatherapy, put a drop or two on your lava stone and bring whatever scent you need with you throughout your day. 

gold druzy geode guru bead -  assists with harmony and creativity from a metaphysical perspective. geodes can help communicate with divine beings and assist in creating better moods, balances, and energies that can help with meditation, stress, and decision-making. druzy crystals have been used to induce creativity and relaxation, as well as to help with emotional problems. 

citrine yellow quartz guru - gives courage to face life. Gives joie de vivre; aids self-expression; helps with depression. Mentally helps deal with and understand absorbed impressions.",69,USD,1,"meditation,hippie,necklace,matte_onyx,black_lava,gold_druzy_agate,yellow_tassel,8mm_mala,petrified_wood,guru_bead,8mm_beads,black_and_gold_beads,black_and_gold_mala","Onyx,Gemstone",https://i.etsystatic.com/23287327/r/il/b0d245/3038930783/il_fullxfull.3038930783_f1fu.jpg,https://i.etsystatic.com/23287327/r/il/059dfd/2959519623/il_fullxfull.2959519623_kakc.jpg,https://i.etsystatic.com/23287327/r/il/7ad01f/2959519713/il_fullxfull.2959519713_tpkv.jpg,https://i.etsystatic.com/23287327/r/il/449f53/2929455857/il_fullxfull.2929455857_epuh.jpg,https://i.etsystatic.com/23287327/r/il/ca86e3/2929455789/il_fullxfull.2929455789_i9iz.jpg,https://i.etsystatic.com/23287327/r/il/c93aa0/2881771612/il_fullxfull.2881771612_gxow.jpg,https://i.etsystatic.com/23287327/r/il/0a22b5/2959519423/il_fullxfull.2959519423_22tz.jpg,https://i.etsystatic.com/23287327/r/il/b07889/2911830282/il_fullxfull.2911830282_c7cu.jpg,https://i.etsystatic.com/23287327/r/il/c50762/2911830450/il_fullxfull.2911830450_pp80.jpg,https://i.etsystatic.com/23287327/r/il/13922a/2911831316/il_fullxfull.2911831316_21gs.jpg,MBM010,TRUE
"the ROOT CHAKRA mala - aids in grounding and feeling steady and secure, improve concentration with mookaite jasper + carnelian + sandalwood","the ROOT CHAKRA mala - aids in grounding and feeling steady and secure, improve concentration with mookaite jasper + carnelian + sandalwood

sustainably handmade with 108 8mm mala beads - mookaite jasper + carnelian + red sandalwood + brown cord + very dark terra cotta tassel

mookaite - stone of spiritual experience. on soul level it promotes variety, fun and intense experiences. Mentally makes flexible, prompts one to envisage many possibilities and to choose suitable one. Bodily fortifies the spleen, liver, immune system, enhances blood purification and wound healing. 

carnelian - (banded, chalcedony) -  stone to stimulate and motivate. Helps overcome difficulties and energetically defend a cause. Enhances receptivity. Physically stimulates absorption of vitamins, nutrients, and minerals in the small intestine; improves blood viscosity. 

red sandalwood - calms your mind. it is a sacred item that has been used in temples and shrines. can make you relax deeply and balance your feelings. can purify your negative energy and make you feel more positive.",89,USD,1,"108,8mm,mala_beads,terra_cotta,mookaite_jasper,carnelian,red_sandalwood,brown_cord,ombre_red,red_mala,sandalwood_mala,wood_mala_necklace,mala_for_guy",Gemstone,https://i.etsystatic.com/23287327/r/il/a50ad8/3031593527/il_fullxfull.3031593527_h6d1.jpg,https://i.etsystatic.com/23287327/r/il/e34c64/3031594007/il_fullxfull.3031594007_a52y.jpg,https://i.etsystatic.com/23287327/r/il/81b0ab/3031593541/il_fullxfull.3031593541_is7t.jpg,https://i.etsystatic.com/23287327/r/il/e9c6a9/2983877354/il_fullxfull.2983877354_n0i5.jpg,https://i.etsystatic.com/23287327/r/il/e15000/2983877638/il_fullxfull.2983877638_kd46.jpg,https://i.etsystatic.com/23287327/r/il/6d6d76/3031593223/il_fullxfull.3031593223_f44w.jpg,https://i.etsystatic.com/23287327/r/il/ce83a2/3031593399/il_fullxfull.3031593399_gu05.jpg,https://i.etsystatic.com/23287327/r/il/6cdfc6/3031593443/il_fullxfull.3031593443_ly6b.jpg,https://i.etsystatic.com/23287327/r/il/530436/2983877442/il_fullxfull.2983877442_flpz.jpg,https://i.etsystatic.com/23287327/r/il/5237c4/2983877698/il_fullxfull.2983877698_ahjr.jpg,MBM030,TRUE
the I AM RELAXED mala- Calm your mind and clear the energy around you so you can relax deeply and feel more positive,"the I AM RELAXED mala- Calm your mind and clear the energy around you so you can relax deeply and feel more positive 


sustainably HANDMADE with 108 8mm mala beads - 
sandalwood+ amazonite + rode quartz + clear quartz + medium blue green tassel


Sacred sandalwood smells amazing. Clear quartz increases awareness and brings clarity in thinking. Amazonite helps you listen to your inner child, while rose quartz adds a bit of love in rock form to help you be gentle with yourself and those around you. 


sandalwood - calms your mind (and smells amazing!). it is a sacred item that has been used in temples and shrines. can make you relax deeply and balance your feelings. can purify negative energy and make you feel more positive. 

Amazonite - stone to help you listen to your inner child. Ask yourself what “little you” wants from life. Does it sound like what “current you” would want if you could just let yourself want it? Perfect. Now say it out loud for the whole universe to hear and go make it happen. 
Speak from the heart. 

use amazonite to help you find your voice and develop your communication skills. healing for the throat and lungs. often carried by musicians.  can help you unlock your amazon warrior spirit. Useful for anyone who struggles with mercury retrograde. stone of self-determination. emotional balance. mentally aids in harmonious interaction of intellect and intuition. physically regulates metabolic disorders (liver); harmonises the brain, vegetative nervous system, internal organs; facilitates childbirth.

rose quartz - love in rock form.  the stone of peace and emotional healing. it’s also a romantic stone - its rosy color is associated with all forms of love and friendship. stone for spiritual sensitivity. increases empathy, helps with sexual difficulties. clearly illuminates personal needs and the desires of others. harmonises heart beat and promotes strengthening of sexual organs and fertility. 

clear quartz - a master manifestor, quartz is programmable. So, give it a job to do and get busy. It is a stone of clarity and neutrality. strengthens personal point of view, improves memory. mentally improves perceptive faculty, increases awareness and brings clarity in thinking. physically enhances energy flow; fortified nerves, brain, glands; alleviates pain and swellings. Use it when you find yourself believing the limitations your mind puts in front of you, call on quartz to help you see through the illusions, clear the mind of self-doubt, surrender to the will of the universe, and start manifesting the “impossible.” 


GOOD FOR KIDDOS or DUDES - the wood mala beads are lighter than gemstone mala beads. the lighter beads are a great choice for a kiddo or someone who isn't used to wearing a necklace.",79,USD,1,"sandalwood,hippie,boho,meditation,amazonite,rose_quartz,clear_quartz,pink_blue_white_mala,8mm_mala_beads,pink_and_clear_mala,spiritual_gift,rose_quartz_mala,clear_quartz_mala",Rose quartz,https://i.etsystatic.com/23287327/r/il/4708da/2968639212/il_fullxfull.2968639212_nrgh.jpg,https://i.etsystatic.com/23287327/r/il/91c2cc/3016344615/il_fullxfull.3016344615_nk0b.jpg,https://i.etsystatic.com/23287327/r/il/3a56d0/2940710947/il_fullxfull.2940710947_9bn1.jpg,https://i.etsystatic.com/23287327/r/il/2a53fe/2753017135/il_fullxfull.2753017135_r8yh.jpg,https://i.etsystatic.com/23287327/r/il/a2566b/2893034842/il_fullxfull.2893034842_q3nw.jpg,https://i.etsystatic.com/23287327/r/il/13b783/2893034768/il_fullxfull.2893034768_8lqv.jpg,https://i.etsystatic.com/23287327/r/il/b3723c/3016346567/il_fullxfull.3016346567_65xc.jpg,https://i.etsystatic.com/23287327/r/il/23cf4a/2940710871/il_fullxfull.2940710871_scdk.jpg,https://i.etsystatic.com/23287327/r/il/191d20/2940710951/il_fullxfull.2940710951_dmth.jpg,,MBM012,TRUE
the SELF-CONFIDENCE *mini* mala - bring a healthy amount of self-confidence into interactions with the world at large with yellow agate,"the SELF-CONFIDENCE *mini* mala - bring a healthy amount of self-confidence into interactions with the world at large with yellow agate

Sustainably handmade with 108 6mm *mini* mala beads - yellow agate + smoky quartz + gold spacer beads + olive green tassel


yellow agate - With yellow agate in hand this gemstone aids your self-confidence. You are not overly conceited, but not too insecure either. You strike a fine balance with inner stability, composure, and maturity. agate provides soul protection, warmth, security, self-confidence. helps with pragmatic thinking and brings a sense of reality. on the physical body it protects the eyes and all hollow organs (like the stomach, intestines, etc.), blood vessels and skin. protective stone during pregnancy. yellow agate also embodies the properties of a balanced solar plexus chakra, which include increased willpower, concentration, memory, and self-confidence. 

smoky quartz - stone of relaxation. releases tension and helps with stress. enhances rational, realistic and pragmatic thought processes. helps with headaches, tense shoulders and back, relieves pain and strengthens the nerves.  When worn smoky quartz can help you be more selective in the type of people you choose to be around. 

GOOD FOR KIDDOS - the 6mm *mini* mala beads are smaller than traditional mala beads (8mm). the smaller beads create a mala that is shorter in length and lighter weight than a traditional mala, making this a great choice for a kiddo or someone who prefers the smaller size of the mini mala.",49,USD,1,"yellow_agate,agate,quartz,yellow_mala,mini_mala,hippie_necklace,yoga,mala_necklace,self-confident,6mm_mala,gold,kids_mala","Gemstone,Quartz",https://i.etsystatic.com/23287327/r/il/c7f729/2881785296/il_fullxfull.2881785296_7ifb.jpg,https://i.etsystatic.com/23287327/r/il/031646/2881785292/il_fullxfull.2881785292_iymh.jpg,https://i.etsystatic.com/23287327/r/il/14cf32/2881785294/il_fullxfull.2881785294_1if1.jpg,https://i.etsystatic.com/23287327/r/il/180cb6/2702834710/il_fullxfull.2702834710_oil9.jpg,https://i.etsystatic.com/23287327/r/il/2218d5/2702835878/il_fullxfull.2702835878_ae5o.jpg,https://i.etsystatic.com/23287327/r/il/30d2ba/2881785406/il_fullxfull.2881785406_c0jg.jpg,https://i.etsystatic.com/23287327/r/il/e2005c/2881785410/il_fullxfull.2881785410_4hxc.jpg,https://i.etsystatic.com/23287327/r/il/3cbfe6/2750511871/il_fullxfull.2750511871_4d7q.jpg,https://i.etsystatic.com/23287327/r/il/50e7d1/2750512279/il_fullxfull.2750512279_sfwj.jpg,https://i.etsystatic.com/23287327/r/il/5157c3/2881785412/il_fullxfull.2881785412_til2.jpg,MBM122,TRUE
"the COMPASSION mala - 10mm rudraksha seeds, aka ""the tears of Shiva"" help relieve stress, sharpen the mind, and increase intuitive powers","the COMPASSION mala - 10mm rudraksha seeds, aka ""the tears of Shiva"" can help relieve stress, sharpen the mind, and increase intuitive powers for spiritual seekers 

this is an **oversized mala** and is sustainably HANDMADE with 10mm beads instead of the ""traditional"" 8mm beads. rudraksha seeds are very tactile, lightweight, and bring calming energies when used in meditation. 


rudraksha seeds - found naturally all over india and nepal, the word rudraksha literally means “the tears of shiva”. they believe that while contemplating man’s suffering, shiva — the the supreme god  — unexpectedly began to cry tears of compassion. as his tears fell, he guided them towards Earth and transformed them into divine seeds - for the benefit of those seeking freedom from suffering and union with the divine. traditional malas are made entirely from rudraksha. wearing rudraksha helps alleviate stress, bring clarity, sharpen the mind, and increase the power of intuition.

dark teal green cord and tassel",79,USD,1,"10mm_mala,oversized_mala,rudraksha_seeds,108_beads,hippie_necklace,meditation,mala_necklace,traditional_mala,rudraksha_beads,rudraksha_mala,seed_mala,teal_green,teal",Silver,https://i.etsystatic.com/23287327/r/il/3d3513/2881773756/il_fullxfull.2881773756_ous5.jpg,https://i.etsystatic.com/23287327/r/il/44b0e6/2929458119/il_fullxfull.2929458119_a7np.jpg,https://i.etsystatic.com/23287327/r/il/e9acba/2929457983/il_fullxfull.2929457983_1gx6.jpg,https://i.etsystatic.com/23287327/r/il/3e7e62/2881773870/il_fullxfull.2881773870_ohrn.jpg,https://i.etsystatic.com/23287327/r/il/b17613/2929458239/il_fullxfull.2929458239_10pp.jpg,https://i.etsystatic.com/23287327/r/il/9e835b/2929458243/il_fullxfull.2929458243_sc9p.jpg,https://i.etsystatic.com/23287327/r/il/4da8bd/2929458335/il_fullxfull.2929458335_31vs.jpg,https://i.etsystatic.com/23287327/r/il/9fc12d/2929458339/il_fullxfull.2929458339_1hqt.jpg,https://i.etsystatic.com/23287327/r/il/ed38e4/2881774012/il_fullxfull.2881774012_dgjw.jpg,https://i.etsystatic.com/23287327/r/il/8f3841/2929458447/il_fullxfull.2929458447_gdev.jpg,MBM101,TRUE
"the CARPE DIEM *mini* mala - 108, 6mm, living out the spirit of carpe diem, inspiring present moment awareness, power of now, manifesting","the CARPE DIEM *mini* mala - 108, 6mm, living out the spirit of carpe diem, inspiring present moment awareness, power of now, manifesting


sustainably HANDMADE with 108 6mm *mini* mala beads - 
unakite + sunstone + clear quartz + copper pyrite + moonstone guru bead + light desert sand tassel 


unakite - the ultimate stone for living out the spirit of carpe diem, it helps inspire a sense of urgency as you realize how quickly time slips through your fingers. believed to be good for pregnant women to carry and that it can boost the health of both the mother and child. 

sunstone - stone of optimism. life-affirming, dissipates fear, anxiety and depression. turns attention to personal strengths and the sunny side of life. harmonises the vegetative nervous system and the interplay of the organs. 

copper pyrite - an amazing energy conductor. intensifies the potency of most stones. use it when it’s time to pack up an old idea and ship it out for good. move on, renewed, with copper. 
copper is the gem of spiritual beauty. promotes a sense of aesthetic, harmony and love for all beings.  mentally lends playful creativity and promotes sense of justice. on the physical body level it aids fertility; eases cramps and menstrual pains; fortifies the liver and brain. 

clear quartz - a master manifestor, quartz is programmable. So, give it a job to do and get busy. It is a stone of clarity and neutrality. strengthens personal point of view, improves memory. mentally improves perceptive faculty, increases awareness and brings clarity in thinking. physically enhances energy flow; fortified nerves, brain, glands; alleviates pain and swellings. Use it when you find yourself believing the limitations your mind puts in front of you, call on quartz to help you see through the illusions, clear the mind of self-doubt, surrender to the will of the universe, and start manifesting the “impossible.” 

peach moonstone nugget guru bead - deepens intuition and depth of feeling. helps with sleepwalking. makes receptive to inspiration and impulses. brings hormonal cycles in harmony with natural rhythms, helps with problems during menstruation, menopause, and after childbirth.


GOOD FOR KIDDOS - the 6mm *mini* mala beads are smaller than traditional mala beads (8mm). the smaller beads create a mala that is shorter in length and lighter weight than a traditional mala, making this a great choice for a kiddo or someone who prefers the smaller size of the mini mala.",49,USD,1,"6mm_mala,pink_and_green_mala,mini_mala,unakite,meditation,present,pink_mala,copper_pyrite,clear_quartz,moonstone,sunstone,handmade_gift,unakite_mala","Gemstone,Moonstone",https://i.etsystatic.com/23287327/r/il/0798be/2959413097/il_fullxfull.2959413097_3maz.jpg,https://i.etsystatic.com/23287327/r/il/2fa41e/2959412941/il_fullxfull.2959412941_p7ga.jpg,https://i.etsystatic.com/23287327/r/il/ed96e1/2959412943/il_fullxfull.2959412943_65nt.jpg,https://i.etsystatic.com/23287327/r/il/017c07/2959413083/il_fullxfull.2959413083_9lql.jpg,https://i.etsystatic.com/23287327/r/il/386246/2959413251/il_fullxfull.2959413251_hd2i.jpg,https://i.etsystatic.com/23287327/r/il/07f488/2883469342/il_fullxfull.2883469342_2ktw.jpg,https://i.etsystatic.com/23287327/r/il/d643e7/2939104971/il_fullxfull.2939104971_m3z0.jpg,https://i.etsystatic.com/23287327/r/il/48965f/2931153589/il_fullxfull.2931153589_t0wx.jpg,https://i.etsystatic.com/23287327/r/il/7f3f7f/2883469504/il_fullxfull.2883469504_sz55.jpg,https://i.etsystatic.com/23287327/r/il/acb4ca/2931153625/il_fullxfull.2931153625_slsf.jpg,MBM107,TRUE
"the LOVE AND HAPPINESS mala -cue Al Green- sunstone brings optimism and rose quartz cultivates love: romantic, for friends, or for yourself","the LOVE AND HAPPINESS mala -cue Al Green- sunstone brings optimism and rose quartz cultivates love: romantic, for friends, or for yourself


sustainably HANDMADE with 108 6mm *mini* mala beads - 
rose quartz + sunstone + purple aventurine + medium dark antique mauve 


rose quartz - love in rock form.  the stone of peace and emotional healing. it’s also a romantic stone - its rosy color is associated with all forms of love and friendship. stone for spiritual sensitivity. increases empathy, helps with sexual difficulties. clearly illuminates personal needs and the desires of others. harmonises heart beat and promotes strengthening of sexual organs and fertility. 

sunstone - stone of optimism. life-affirming, dissipates fear, anxiety and depression. turns attention to personal strengths and the sunny side of life. harmonises the vegetative nervous system and the interplay of the organs. 

aventurine (red/purple) - stone of level-headedness.  conveys strength and self-assurance. mentally helps pursue personal goals in a pragmatic manner. physically stimulates blood circulation, enhances blood flow, nerves and perceptive abilities of the senses and aids in sexual endeavors.",59,USD,1,"rose_quartz,mala_for_kids,girly,6mm,mini_mala,good_for_kids,love_and_peace,love_and_happiness,princess,sunstone,aventurine,pink_mala,rose_quartz_mala","Gemstone,Rose quartz",https://i.etsystatic.com/23287327/r/il/9fd62e/3015822503/il_fullxfull.3015822503_fk49.jpg,https://i.etsystatic.com/23287327/r/il/e709f2/3015822505/il_fullxfull.3015822505_sj8k.jpg,https://i.etsystatic.com/23287327/r/il/ea0618/2968116114/il_fullxfull.2968116114_bvf8.jpg,https://i.etsystatic.com/23287327/r/il/fe8a29/3073820785/il_fullxfull.3073820785_3tnp.jpg,https://i.etsystatic.com/23287327/r/il/aacd2f/2949772784/il_fullxfull.2949772784_fujs.jpg,https://i.etsystatic.com/23287327/r/il/fae44c/2968115992/il_fullxfull.2968115992_dkux.jpg,https://i.etsystatic.com/23287327/r/il/a65ac0/2968116116/il_fullxfull.2968116116_8h5y.jpg,https://i.etsystatic.com/23287327/r/il/b3199a/3015822605/il_fullxfull.3015822605_aach.jpg,https://i.etsystatic.com/23287327/r/il/6b96b6/2949772806/il_fullxfull.2949772806_foiy.jpg,https://i.etsystatic.com/23287327/r/il/c6be4a/2997476311/il_fullxfull.2997476311_aw1u.jpg,MBM016,TRUE
"The DIVINE BEING mala - calm your mind with purple rosewood, harness your inner spiritual wisdom with tourmaline & moonstone","The DIVINE BEING mala - calm your mind with purple rosewood, harness your inner spiritual wisdom with mauve tourmaline, smoky quartz, labradorite, and moonstone 

Purple rosewood + mauve tourmaline + smoky quartz + labradorite + moonstone + canadian night multi color tassel


 purple rosewood - physically aids with nervousness, headaches, and frigidity. also helps to boost the immune system because it calms the individual. on a spiritual level, it is associated with the healing feminine energies of compassion and love. it can enhance feminine grace and boost intuitive health.

tourmaline (violet/mauve) - stone of spiritual wisdom. promotes deep peace of mind and helps one to see life from an optimistic point of view. helps find the right solutions to problems. harmonizes the nervous system and hormonal balance; regulates breathing, the brain, and intestines. 

smoky quartz - pairs the clarity - inducing vibes of clear stones with the protective do-not-cross-over-this-line vibes of black ones. it is believed to filter and trap negative thoughts and emotions of other people, while others suggest it can actually send negativity back to its source and prompt the person to rethink his or her attitude. when worn smoky quartz can help you be more selective in the type of people you choose to be around. helps better cope with strain and stress. 

labradorite - an exceptionally powerful stone, it opens spiritual pathways and sharpens intuition. Aids in spiritual reflection and truth seeking. Aids those doing metaphysical work, enables one to monitor what is going on in another energy field without taking on conditions from that field or entering it. It prevents energy leakage, aka protection from energy vampires. Helps you see the gifts and talents in other people that should not be overlooked. 

moonstone - deepens intuition and depth of feeling. helps with sleepwalking. makes receptive to inspiration and impulses. brings hormonal cycles in harmony with natural rhythms, helps with problems during menstruation, menopause, and after childbirth.",79,USD,1,"divine_wisdom,inner_knowing,divine_being,moonstone,labradorite,smoky_quartz,moonstone_mala,labradorite_mala,labradorite_jewelry,smoky_quartz_mala,maroon_necklace,maroon_and_gray,purple_rosewood","Moonstone,Gemstone,Wood & nut",https://i.etsystatic.com/23287327/r/il/e0ba04/3045848060/il_fullxfull.3045848060_5goq.jpg,https://i.etsystatic.com/23287327/r/il/c30310/3093569415/il_fullxfull.3093569415_i5hk.jpg,https://i.etsystatic.com/23287327/r/il/93308f/3093569411/il_fullxfull.3093569411_86ih.jpg,https://i.etsystatic.com/23287327/r/il/4984b8/3045841488/il_fullxfull.3045841488_5xt1.jpg,https://i.etsystatic.com/23287327/r/il/c7e275/3045841614/il_fullxfull.3045841614_65ro.jpg,https://i.etsystatic.com/23287327/r/il/d358b6/3093569909/il_fullxfull.3093569909_ku78.jpg,https://i.etsystatic.com/23287327/r/il/9c847d/3093570017/il_fullxfull.3093570017_o5u5.jpg,https://i.etsystatic.com/23287327/r/il/03e15e/3045841958/il_fullxfull.3045841958_1m7s.jpg,https://i.etsystatic.com/23287327/r/il/1f23cd/3093570181/il_fullxfull.3093570181_hglt.jpg,https://i.etsystatic.com/23287327/r/il/66c3f1/3093570189/il_fullxfull.3093570189_b59d.jpg,MBM121,TRUE
